design_id,r,l,e,ROM,QRR,omega,width_r,thickness_r,width_l,thickness_l,pin_diameter_A,pin_diameter_B,pin_diameter_C,mass_crank,mass_rod,mass_slider,sigma_max_rod,sigma_min_rod,sigma_m_rod,sigma_a_rod,tau_m_rod,tau_a_rod,R_rod,sigma_a_eq_rod,sigma_m_eq_rod,S_n_prime_rod,n_f_rod,n_y_rod,n_rod,b_B_rod,N_f_rod,t_f_rod,D_rod,failed_miner_rod,sigma_max_crank,sigma_min_crank,sigma_m_crank,sigma_a_crank,tau_m_crank,tau_a_crank,R_crank,sigma_a_eq_crank,sigma_m_eq_crank,S_n_prime_crank,n_f_crank,n_y_crank,n_crank,b_B_crank,N_f_crank,t_f_crank,D_crank,failed_miner_crank,sigma_max_pin,sigma_min_pin,sigma_m_pin,sigma_a_pin,tau_m_pin,tau_a_pin,R_pin,sigma_a_eq_pin,sigma_m_eq_pin,S_n_prime_pin,n_f_pin,n_y_pin,n_pin,b_B_pin,N_f_pin,t_f_pin,D_pin,failed_miner_pin
78,0.085,0.248,0.157,0.24984867288722923,1.6921127112393222,3.1415926535897927,0.008,0.005,0.007,0.008,0.0023,0.0012,0.0039,0.00957312835800866,0.038714794201686574,0.021575807622770702,531047.930663832,56173.05153399726,293610.49109891464,237437.43956491735,859288.3896277796,708275.0164288783,0.10577774300669737,1249534.7271681277,1517015.73166881,94802400.0,61.26988563172495,124.70403310302845,61.26988563172495,-0.086,2.2886385912509572e+33,4.5772771825019144e+33,8.17953523617189e-27,False,1074180.6622915585,45588.951406877226,559884.8068492179,514295.8554423406,14384047.772803044,12727670.622247422,0.04244067409445069,22050970.4691695,24920191.85294891,94802400.0,3.518724546574941,7.344932144409416,3.518724546574941,-0.086,7.299706360354211e+18,1.4599412720708422e+19,2.5644867171193488e-12,False,87864568.32273309,9699512.3100078,48782040.31637044,39082528.00636265,2926922.418982227,2344951.6803817586,0.11039162309863937,39293006.89076997,49044755.90690827,94802400.0,1.9379295138864971,3.905464538310308,1.9379295138864971,-0.086,8830966125836790.0,1.766193225167358e+16,2.119813362801928e-09,False
79,0.085,0.248,0.157,0.24984867288722923,1.6921127112393222,3.1415926535897927,0.005,0.002,0.008,0.006,0.0011,0.0027,0.002,0.002378702082797837,0.03325880001698384,0.02206532744846041,426437.53640384687,51563.785228213404,239000.66081603014,187436.87558781673,561243.8457389239,467766.0952128985,0.12091755726536518,831593.6157897619,1001052.0860624335,94802400.0,92.2132028089407,188.25242634259297,92.2132028089407,-0.086,2.605094863413644e+35,5.210189726827288e+35,7.185918740582764e-29,False,6608676.866448016,308528.30929890135,3458602.587873459,3150074.278574557,259966233.99363893,227346227.76149368,0.04668533740320805,393787816.9777519,450288008.2595662,94802400.0,0.1966163089766606,0.40873105197983933,0.1966163089766606,-0.086,20281.005449064647,40562.010898129294,923.0311607092123,True,45451409.74797311,5002154.503060954,25226782.12551703,20224627.622456077,3468682.542258592,2780886.298087711,0.11005499127084883,20790275.329482514,25932331.405895885,94802400.0,3.6631207085084223,7.3840058187242725,3.6631207085084223,-0.086,1.447443153513429e+19,2.894886307026858e+19,1.2933150400110909e-12,False
80,0.085,0.248,0.157,0.24984867288722923,1.6921127112393222,3.1415926535897927,0.006,0.006,0.008,0.001,0.0015,0.0017,0.0023,0.008599591731381489,0.005542139731605077,0.02200899555058889,13392641.135755287,1266702.5797078486,7329671.857731568,6062969.27802372,20140762.700902883,17761864.061012913,0.09458198475325696,31356196.217525586,35646529.36913024,94802400.0,2.4718485603448386,5.149044266173998,2.4718485603448386,-0.086,1.217443488204855e+17,2.43488697640971e+17,1.537648373938327e-10,False,532128.5641671362,22636.489020375808,277382.526593756,254746.0375733802,15977605.961612413,15126925.134150093,0.04253951120967435,26201841.30144683,27675415.40536866,94802400.0,2.996858716639471,6.403444070610177,2.996858716639471,-0.086,9.824884058673472e+17,1.9649768117346944e+18,1.9053659959960404e-11,False,52746422.98656415,5243177.543520159,28994800.265042156,23751622.721521996,1812175.0165651347,1484476.4200951247,0.09940347129995392,23890387.033930097,29164196.83930413,94802400.0,3.2011956371879675,6.502736894974513,3.2011956371879675,-0.086,2.875456553758052e+18,5.750913107516104e+18,6.510270508359469e-12,False
81,0.114,0.16,0.041,0.25005846224273326,1.8669686872610802,3.1415926535897927,0.009,0.009,0.008,0.003,0.0025,0.0034,0.0027,0.025984822708921478,0.010755224340130452,0.021921659274819098,5360731.675053821,99855.43597358507,2730293.555513703,2630438.119540118,1906764.8542824711,1814260.8712178788,0.018627202782460203,4098027.8460774915,4285062.371525089,94802400.0,19.194295556711438,41.15427498031436,19.194295556711438,-0.086,2.2992902199599307e+27,4.5985804399198614e+27,8.141642945937564e-21,False,530675.5773080594,17674.142226096374,274174.8597670779,256500.71754098154,8029656.206590898,7903487.313630274,0.03330498515826075,13691644.450840924,13910474.766946651,94802400.0,5.772901188216648,12.49904028302553,5.772901188216648,-0.086,1.8619055955096743e+21,3.7238111910193487e+21,1.0054215447414037e-14,False,31332037.419596624,1282910.1302079824,16307473.774902303,15024563.64469432,1132463.456590438,1043372.4753259949,0.04094563379416834,15132857.994452799,16425015.109906739,94802400.0,5.164448831338086,10.932295686059408,5.164448831338086,-0.086,5.8149593134494876e+20,1.1629918626898975e+21,3.2192830578714956e-14,False
82,0.114,0.16,0.041,0.25005846224273326,1.8669686872610802,3.1415926535897927,0.005,0.004,0.008,0.002,0.0029,0.0019,0.0031,0.006366861796524706,0.007170270721716165,0.021820349194926134,6017472.120995788,102179.56149892644,3059825.841247357,2957646.279748431,2334358.5455097775,2247551.557386504,0.01698047941799479,4888981.031405341,5070524.986206919,94802400.0,16.111308355927495,34.64027225747005,16.111308355927495,-0.086,2.9538668715874623e+26,5.907733743174925e+26,6.337455550235928e-20,False,3121477.7771224957,62382.31939187049,1591930.048257183,1529547.7288653126,78326015.95047927,75910937.2253907,0.01998486737566238,131490496.56749533,135673978.9543402,94802400.0,0.5995585038769728,1.2913393493881749,0.5995585038769728,-0.086,7018611920.456577,14037223840.913155,0.00266719405662512,False,32192071.518240154,539527.2411395151,16365799.379689835,15826272.138550319,1943438.6763381674,1879369.8164528501,0.01675963104250116,16157567.345502112,16708388.641706817,94802400.0,4.8774040955350575,10.49718438539473,4.8774040955350575,-0.086,2.714403317732468e+20,5.428806635464936e+20,6.896543294692895e-14,False
83,0.114,0.16,0.041,0.25005846224273326,1.8669686872610802,3.1415926535897927,0.007,0.008,0.007,0.005,0.0015,0.0024,0.0034,0.01791118328621679,0.01566108696295839,0.02173519632605058,2395110.8997287853,50001.41703881266,1222556.158383799,1172554.7413449863,963151.1677367873,901634.3140593667,0.020876451710221292,1952874.2740684873,2068241.783771995,94802400.0,40.19051561220719,85.79707599518535,40.19051561220719,-0.086,1.27240177451732e+31,2.54480354903464e+31,1.4712334087321867e-24,False,937766.4757626856,20922.93967279512,479344.7077177404,458421.76804494526,12936275.97404584,12612656.357478406,0.022311460489967388,21850570.969495025,22411414.04683881,94802400.0,3.611596449965974,7.794499046364187,3.611596449965974,-0.086,8.117253062813688e+18,1.6234506125627376e+19,2.306198889592223e-12,False,129972961.01117301,4691699.008026232,67332330.00959963,62640631.00157339,3156202.969199982,2936279.578198753,0.03609750036873373,62846749.045271374,67553886.0175341,94802400.0,1.245660855717628,2.645692636648863,1.245660855717628,-0.086,37522562315090.48,75045124630180.95,4.9889983106168e-07,False
84,0.114,0.16,0.041,0.25005846224273326,1.8669686872610802,3.1415926535897927,0.005,0.002,0.006,0.009,0.002,0.0016,0.0038,0.0031905937015475065,0.02409046274518053,0.021609432088942074,1360057.38504871,26651.803523620467,693354.5942861652,666702.7907625448,394207.30633887474,358787.45160408784,0.019596087500871107,911415.337536204,973107.8021116608,94802400.0,85.99518236587463,183.07018509969873,85.99518236587463,-0.086,8.973720540019456e+34,1.794744108003891e+35,2.0860912613130486e-28,False,17854849.146597635,389999.7831117037,9122424.464854669,8732424.681742966,223429951.3907288,217572373.4453332,0.021842793512821184,376947567.04444844,387099532.63147616,94802400.0,0.20931064815260977,0.4515428435581183,0.20931064815260977,-0.086,33713.40637795538,67426.81275591077,555.2687198123263,True,27221642.74479247,666949.923619426,13944296.334205948,13277346.410586521,2788859.26684119,2655469.2821173044,0.02450072282088906,14051422.66930721,14757256.12323942,94802400.0,5.593738067671618,11.975557868667627,5.593738067671618,-0.086,1.3771236880270188e+21,2.7542473760540375e+21,1.359355021103429e-14,False
85,0.114,0.16,0.041,0.25005846224273326,1.8669686872610802,3.1415926535897927,0.008,0.002,0.007,0.003,0.0019,0.0014,0.0016,0.005119788847198112,0.00939876300251404,0.02212820956701466,2551779.5586699042,45944.46367028862,1298862.0111700965,1252917.5474998078,637113.2278646983,608949.3576190681,0.018004871743010915,1637760.770462817,1704342.1955174825,94802400.0,48.06726587956673,103.22841741017551,48.06726587956673,-0.086,9.846306208330894e+31,1.969261241666179e+32,1.901220579973547e-25,False,5035368.92059647,77960.09176744294,2556664.5061819567,2478704.4144145134,95894152.75432952,92994465.74290846,0.015482498501461953,161090210.60263395,166113220.81884158,94802400.0,0.4894425963061877,1.054389920366087,0.4894425963061877,-0.086,662160157.7637297,1324320315.5274594,0.02827110598623426,False,40312594.39343472,716393.2410898447,20514493.81726228,19798100.576172438,3590036.4180208985,3464667.600830176,0.017770953516365994,20687594.136993464,21436173.656383764,94802400.0,3.808082479225083,8.190150550925825,3.808082479225083,-0.086,1.5332199574860765e+19,3.066439914972153e+19,1.2209598439283295e-12,False
86,0.109,0.188,0.069,0.25040290668971465,1.7154312706609245,3.1415926535897927,0.007,0.005,0.008,0.007,0.0016,0.0034,0.0014,0.010694801473266308,0.029434834371528665,0.0221544104497456,702596.64914263,90376.44790844535,396486.5485255377,306110.10061709234,518587.28972431546,409113.8843315143,0.12863205086265442,771897.5999174148,981834.9730746644,94802400.0,98.28050165679689,196.72326631385332,98.28050165679689,-0.086,6.194457297242309e+35,1.2388914594484618e+36,3.022056509830796e-29,False,1576540.8551303733,21117.021524418942,798828.938327396,777711.9168029772,28679945.321873,26992413.588130757,0.013394528569113835,46758699.829696454,49681545.05115139,94802400.0,1.6776184807012047,3.577344711497242,1.6776184807012047,-0.086,1168295875367618.8,2336591750735237.5,1.6023338261045832e-08,False,52791014.90472607,6716344.4258614825,29753679.66529378,23037335.239432294,2227586.61516794,1690279.0610990215,0.1272251431040438,23222617.097285964,30002797.869684465,94802400.0,3.2565259136041864,6.481865857017616,3.2565259136041864,-0.086,3.998249404451013e+18,7.996498808902026e+18,4.682049093575838e-12,False
87,0.109,0.188,0.069,0.25040290668971465,1.7154312706609245,3.1415926535897927,0.005,0.001,0.009,0.006,0.0026,0.0027,0.0024,0.001521258133135859,0.02843440524018062,0.02198847152578299,495510.09519406734,63422.03474086709,279466.0649674672,216044.03022660012,276953.41852889064,219138.60482056753,0.12799342607949843,436738.14507627644,555167.424812477,94802400.0,173.72449082227897,347.81536718126637,173.72449082227897,-0.086,4.65621572271942e+38,9.31243144543884e+38,4.0204322812317545e-32,False,32164544.905510847,106407.82852105987,16135476.367015954,16029068.538494892,45733793698.29944,41647046643.24808,0.0033082336104444214,72134802552.20555,79213255951.69939,94802400.0,0.0010811991645680588,0.0022795138795328428,0.0010811991645680588,-0.086,9.874189098102434e-23,1.9748378196204867e-22,1.8958518835331504e+29,True,8967656.108710956,860658.8815828508,4914157.495146903,4053498.6135640526,840582.2429022052,652819.4498646093,0.09597367150897194,4208250.314861307,5125297.98239634,94802400.0,18.181459411202614,36.963434378045356,18.181459411202614,-0.086,1.6887403012482194e+27,3.3774806024964387e+27,1.108518579568644e-20,False
88,0.109,0.188,0.069,0.25040290668971465,1.7154312706609245,3.1415926535897927,0.007,0.009,0.008,0.005,0.0025,0.0019,0.0018,0.019281812472204708,0.021036538313872116,0.02209851523325293,1600948.9468492875,197328.46398964492,899138.7054194662,701810.2414298212,822966.3980093515,665929.9279013718,0.1232571871688931,1350157.6284271267,1685310.5020561798,94802400.0,56.398194010346174,113.65627480499002,56.398194010346174,-0.086,9.29949282603408e+32,1.859898565206816e+33,2.0130130051386306e-26,False,565672.4970979227,20164.145156007296,292918.321126965,272754.17597095773,9615805.724066613,9047135.912329907,0.03564632408231916,15672472.666717848,16657639.698103348,94802400.0,5.0048766703775796,10.671166128559419,5.0048766703775796,-0.086,3.869099382564969e+20,7.738198765129938e+20,4.838335268501121e-14,False,52855873.51370474,6327378.734563803,29591626.124134272,23264247.389570467,1561780.2676626418,1227835.2788939967,0.11971004003790059,23361248.789810583,29715009.834828038,94802400.0,3.247362696619217,6.500081372349161,3.247362696619217,-0.086,3.730894639056528e+18,7.461789278113056e+18,5.017563295417512e-12,False
89,0.109,0.188,0.069,0.25040290668971465,1.7154312706609245,3.1415926535897927,0.005,0.008,0.006,0.004,0.0024,0.0023,0.0028,0.012189106830548753,0.012598823469914259,0.0218976417989824,2847897.923589382,335553.4019995183,1591725.66279445,1256172.2607949318,1930002.7459134427,1601700.568835957,0.11782494000929625,3045374.014044734,3702475.169842293,94802400.0,25.132596265474305,51.12740231714343,25.132596265474305,-0.086,7.258208849631661e+28,1.4516417699263322e+29,2.5791487111796185e-22,False,878690.1763283111,26022.314134058015,452356.2452311845,426333.93109712657,18569120.14000201,17040619.941585373,0.02961489138617059,29518298.470634717,32165840.49102532,94802400.0,2.6457650046782724,5.593009901855577,2.6457650046782724,-0.086,2.4573821061410922e+17,4.9147642122821843e+17,7.617862909157677e-11,False,26358383.813916083,3027780.599482548,14693082.206699315,11665301.607216768,1058459.2429717446,836049.5936534735,0.11486973635629401,11754837.23224097,14807014.305386519,94802400.0,6.466240014166301,12.988552379764393,6.466240014166301,-0.086,1.0969289638023002e+22,2.1938579276046004e+22,1.7065827066057772e-15,False
90,0.109,0.188,0.069,0.25040290668971465,1.7154312706609245,3.1415926535897927,0.007,0.006,0.005,0.006,0.0032,0.0038,0.0023,0.012812181107100215,0.01567509829185929,0.02200899555058889,2696507.5437330804,323092.7448111927,1509800.1442721365,1186707.3994609439,1765291.5121241433,1451705.6057973246,0.11981896566990458,2780399.6025113887,3410023.290826149,94802400.0,27.481242295498788,55.7312490510636,27.481242295498788,-0.086,2.091801110313762e+29,4.183602220627524e+29,8.949225577756804e-23,False,1088342.513477104,19449.78297972066,553896.1482284124,534446.3652486916,23114827.9094622,20952272.509922467,0.01787101279135122,36294335.68626771,40039887.722060114,94802400.0,2.147119474118934,4.519597954832427,2.147119474118934,-0.086,2.2227813212963148e+16,4.4455626425926296e+16,8.421881100333608e-10,False,10023725.605306426,1011677.4232857602,5517701.514296093,4506024.091010333,549038.7858511423,421289.96170045296,0.10092828386585041,4564724.395213166,5599049.98780794,94802400.0,16.738609704807665,33.94408287696085,16.738609704807665,-0.086,6.560646350171041e+26,1.3121292700342082e+27,2.853377396193891e-20,False
91,0.086,0.273,0.176,0.2497075577639581,1.5879362171330413,3.1415926535897927,0.009,0.006,0.007,0.004,0.0024,0.0028,0.0025,0.013122465997429616,0.02133353918744036,0.02196707413821939,1201448.3294631846,241982.23978456733,721715.284623876,479733.0448393086,1778480.775436021,1295795.4996425034,0.2014087779311214,2295082.073694117,3163835.4188936967,94802400.0,32.510284000964816,63.19934317901769,32.510284000964816,-0.086,1.946389064247141e+30,3.892778128494282e+30,9.617809894159498e-24,False,443445.43535536283,20354.93620572186,231900.18578054235,211545.24957482048,8665828.85250591,7577260.900298973,0.04590178313462641,13125905.669561109,15011447.192024384,94802400.0,5.8984864752684105,12.26128135426027,5.8984864752684105,-0.086,3.041267091247167e+21,6.082534182494334e+21,6.1553291566783354e-15,False,11680834.748388238,2367928.7653840887,7024381.756886164,4656452.9915020745,702438.1756886162,465645.2991502073,0.20271913920456958,4725783.648870383,7128968.876244966,94802400.0,15.477828481188393,29.102252389418236,15.477828481188393,-0.086,4.383679451133472e+26,8.767358902266943e+26,4.270385234294364e-20,False
92,0.086,0.273,0.176,0.2497075577639581,1.5879362171330413,3.1415926535897927,0.009,0.006,0.007,0.005,0.0032,0.0035,0.0026,0.01311859307369059,0.026652132174702022,0.02194480338789809,845823.5792995854,175492.87085214647,510658.225075866,335165.35422371945,1558433.6956666138,1122232.5621004782,0.20748164882973544,1972448.626704311,2747165.5527479467,94802400.0,37.744955217678786,73.09919558722055,37.744955217678786,-0.086,1.1330757900672298e+31,2.2661515801344596e+31,1.6521401449138075e-24,False,488081.1412274093,25087.310912506622,256584.22606995795,231496.91515745135,9623369.182853052,8254834.013506947,0.051399877588832736,14299665.890970357,16670139.134198172,94802400.0,5.3951899930742835,11.139882854271297,5.3951899930742835,-0.086,1.1234036324197064e+21,2.2468072648394127e+21,1.6663645603209302e-14,False,4940921.46169764,1021809.584021928,2981365.522859784,1959555.938837856,397515.40304797125,261274.1251783808,0.20680546977786746,2011132.0152834065,3059835.921724916,94802400.0,36.29895862370993,68.03434852785459,36.29895862370993,-0.086,9.040219432574082e+30,1.8080438865148164e+31,2.0707461958884917e-24,False
93,0.086,0.273,0.176,0.2497075577639581,1.5879362171330413,3.1415926535897927,0.004,0.002,0.003,0.001,0.0028,0.0012,0.0013,0.0019165959680428148,0.0022804109364210137,0.022166200846974522,13458976.074042026,2418111.9265624154,7938544.000302221,5520432.073739805,24959958.035149567,18964980.95554079,0.1796653707726076,33308957.927453235,43954738.040329814,94802400.0,2.260627678494452,4.465227759022246,2.260627678494452,-0.086,6.030587120413176e+16,1.2061174240826352e+17,3.104175369033957e-10,False,5067760.075784256,138259.95972851836,2603010.017756387,2464750.0580278686,646439090.870986,635189816.4711268,0.027282262313320364,1100183795.4808822,1119668375.135903,94802400.0,0.07182270113735177,0.1554157545113204,0.07182270113735177,-0.086,0.13142647959045095,0.2628529591809019,142437049.65951273,True,31256704.08090484,5240887.701454282,18248795.89117956,13007908.18972528,2737319.383676934,1951186.228458792,0.1676724355801805,13439756.640903277,18854636.132863782,94802400.0,5.530896681388166,10.682969096735755,5.530896681388166,-0.086,2.310614615055368e+21,4.621229230110736e+21,8.101740497106405e-15,False
